a_g,b_g,c_g,snratio_g,mse_g,nrise_g,a_r,b_r,c_r,snratio_r,mse_r,nrise_r,objectId,type
-303.5896355361468,301.73392957186303,1325.467648244553,5.708051184154013,8.920571816205838e-05,6.0,0.0026115650327849,1169.0753513926122,35932.30396806173,8.372899694110652,8.350161006438645e-06,11.0,1336417704815010018,Ia
0.0542193391800982,7.896603577777932,11140.785755461982,13.0099271237616,0.0003319633881074,6.0,19.380302547089013,0.0427481567267965,7196.612769976567,8.214210012962365,0.0009035151502772,5.0,1353391292715010012,EB*
0.4112880963089935,5.178191810645001,5467.612054721731,9.692503469312076,0.0001128186115647,4.0,0.3945970897075816,5.244735901933931,4055.0178277418695,9.70372215250191,0.0002452881222791,7.0,1240435236015015015,Ia
0.4316085105277563,-4.435225588051763,1119.120359118127,4.901216012526566,0.0003245521981945,5.0,1.024587010296364,-2.7557895831089114,4377.821827268889,15.274778320828956,1.805839859171147e-05,7.0,1244264472015010007,Ia
3.4468119022305834,-0.9514302402059808,1141.6403706578155,6.276206477821636,1.0995219167775815e-05,5.0,0.2563065997732182,-6.035090541572053,1038.9519596666448,7.437690727447111,1.5779385811961825e-05,7.0,1522235962415015002,QSO
2.416703125907969,-0.2197623109421101,2735.7606778864933,13.690845953627534,5.223325527471972e-06,7.0,0.4227414987562392,-0.0111361402684698,2589.0932117828106,10.57710077625854,8.760371090575272e-06,9.0,1214312192815015005,Ia
1.2240773961246925,-1.0497010556241502,38342.33670523136,28.734835052617207,0.000382929908852,4.0,12.076729998263144,0.0382357378064354,13975.765501237442,16.880580856729104,0.0004490013492842,5.0,1427130875915010007,RRLyr
0.0543011224444549,-1.7311142111996651,16171.416145762883,14.632953026975605,4.8794678016519306e-05,7.0,0.0979375435468645,-4.099422372483341,120166.45695309552,25.67184742465735,8.598741816234253e-06,9.0,1537203562415015008,Star
0.2065168622433398,-7.058609473747722,40710.68355882982,23.199036643776527,1.2016060125991554e-05,6.0,0.0405027215729313,-7894.325129484407,28787.61507309337,13.190990479604054,0.000755126659594,5.0,1420406151615015024,EB*
1.3952490467217642,-3.331737518702788,1936.324526926648,6.559139227969716,0.0001092547942561,5.0,4.912819388854974,-34.417739486040404,9844.105467909145,17.0637497361853,3.250581199644313e-07,9.0,1161530062515010011,Ia
